sub-001	sub-002	sub-003	sub-004	sub-005	sub-006	sub-007	sub-010	sub-011	sub-012	sub-013	sub-015	sub-016	sub-017	sub-018	sub-019	sub-020	sub-021	sub-022	sub-023	sub-024	sub-025	sub-026	sub-027	sub-029	sub-030	sub-031	sub-032
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.136384932297573	0.0514704945430926	0.0463684297912602	0.0312436510182854	0.133918106593835	0.0652648248547752	0.377545468615022	0.0591514465761505	0.20579842365955106	0.19384250258261	0.15686296922533802	0.0684750598315671	0.145691316284675	0.134544113005604	0.137768306187918	0.0802178621090789	0.13136703051915402	0.15335998917388	0.0898093013444687	0.162175912704026	0.125293983046097	0.0254655426565713	0.15224913382030705	0.238222171405347	0.15553632638250198	0.13234611027082802	0.164466835973725	0.0245783712296882
0.18890211448814	0.0895272864814289	0.060545826440043	0.0710497272973622	0.112433239182424	0.11716572672112402	0.383411921685019	0.158442889642179	0.205886346640448	0.12729801862527498	0.0921571088294055	0.20885886769205805	0.0988770293996702	0.107436549926107	0.180813775317246	0.18726491268202694	0.14523119886623498	0.145589163160808	0.13304779673142406	0.111873735804495	0.154592533243204	0.17509879450568802	0.0947611362514545	0.207575400622186	0.158784867417486	0.147522549501008	0.235607628431935	0.11459801962930803
0.19306175301186	0.0408881969515173	0.121435348633371	0.0725595570729968	0.166952755252961	0.114889060204798	0.164755736750356	0.333933230368225	0.200258603040751	0.17016621718560998	0.113910029128164	0.14317481836854	0.0428681557492724	0.14348076884439598	0.13178806363098405	0.23527409054797305	0.265991181682028	0.121693502649311	0.13575038188251	0.0802220049385676	0.194440757081613	0.143018351430812	0.0429032400797418	0.27684413537781394	0.0969568487110616	0.0896907895991449	0.12583800035909598	0.050346336123109
0.20681814838814006	0.0970346008226776	0.0980080340830601	0.066813957602272	0.15662691856805	0.114824778275527	0.135164818605019	1.4437766643103602	0.100014333540448	0.187857513128532	0.086383754514629	0.108009250346103	0.0764089717639008	0.13597819595608	0.16132281078405802	0.194488781443417	0.100155198753695	0.0434151480303548	0.09108646709029902	0.0702408247380843	0.13279183235808698	0.0650784246563599	0.0992875524661653	0.303121151451192	0.197536480688938	0.0966812063633045	0.14818342027258	0.061167737279707
0.12976954045741498	0.0959259634572185	0.0694904965166287	0.0432415416270032	0.120473541617335	0.19982752575268	0.117794243924035	0.777981617853875	0.131237965190174	0.21122947233315606	0.10839343418477	0.21854717775253105	0.121413737461836	0.169490453845123	0.0842491535584181	0.251482323826583	0.0921721738587654	0.16750787717926902	0.121032172691981	0.199120178301112	0.139816710742329	0.0587455405156879	0.152685646751959	0.206242223853592	0.0988114265888495	0.0603469712489917	0.34420873858309803	0.126011497429308
0.150920587422585	0.0980109065431693	0.0794982531016971	0.0985919300854587	0.0980060416026646	0.20328867019732005	0.106527997243984	0.556202060997659	0.13207760599044802	0.14590383976684398	0.16720515441523	0.12453619189811	0.0721850569023947	0.259818410076107	0.14644243680457095	0.206136676123417	0.20859349673229	0.159401991673857	0.135837356793424	0.157043745554011	0.173308099717521	0.0611381886469623	0.159363727970258	0.26746496299337	0.0677107222174858	0.106147029349962	0.119225092681606	0.0354372966996201
0.191261497967415	0.07198181775683099	0.0907065813199752	0.0995901440026378	0.125693660325348	0.18382734700268	0.179700209820655	0.255657743903994	0.202130546430174	0.192041464550394	0.13449255118081802	0.0957139159288923	0.0889227148493266	0.22513368692389304	0.147568693647099	0.12244823958293903	0.11576662644097198	0.160882151463596	0.18262965227978606	0.26925722332887003	0.0803433837772912	0.0698669888035798	0.19461495089444295	0.28216203010663	0.116182139382514	0.0808456684207824	0.168073029043582	0.08977301177675301
0.154233526882585	0.0438429956434683	0.0897114603666287	0.0933537983356724	0.244814712954652	0.145749275528876	0.277492166476981	0.159758385533056	0.211650500750448	0.0686706380449138	0.0957760193705945	0.0634930882085023	0.112144410161782	0.15346573309352302	0.13959225028275402	0.0993448154679726	0.102989542516235	0.131140725755808	0.138779037269023	0.113421255454011	0.166606549706275	0.110723696361009	0.15968305544854502	0.19485467813858606	0.118165534188938	0.09939923973846497	0.178167655009096	0.0978227348277503
0.188722812452439	0.0581358543483693	0.0715353876662272	0.14882050397700305	0.172279971328194	0.147222996571124	0.44062831288501897	0.156223257102341	0.217670688459552	0.11338394268561	0.0556112365662992	0.12460865594193303	0.0437976668506734	0.0936651694333174	0.140420625284058	0.153506839766901	0.185591843326413	0.106996732659864	0.108555889589786	0.130947278823876	0.12678452474422	0.0594491862430377	0.188646814955557	0.202550688807282	0.214858394274797	0.106989614032355	0.166376698093582	0.117950625659196
0.18326059777486	0.0682768319687569	0.0695960948483029	0.175134810714541	0.121842923237648	0.11575499133261803	0.24096376195655894	0.199439839403994	0.191495794813068	0.214621722596279	0.0551303421997697	0.0939850772916223	0.068491038201446	0.0686047997548767	0.101159884215942	0.15435427831444698	0.14226805778202806	0.132136396219645	0.130720078750299	0.119961546738084	0.11150313475578	0.0775012808749095	0.201692785351455	0.26580377122837	0.124799434088938	0.112347585701732	0.0932339762180648	0.0477245247783111
0.18885961650514	0.0655392791934682	0.0756396983853397	0.0712231891910043	0.117651616187738	0.0743221275711237	0.190817013785019	0.14363312190782002	0.15054156468313198	0.111125500403721	0.0795386238455048	0.060251155751454	0.0551968234847324	0.127453216528183	0.111152447784058	0.20451857474091895	0.0816925082601811	0.0503656075738571	0.108459802501062	0.136849164854495	0.117435243898237	0.0384020228060898	0.32073094403499103	0.368238220714461	0.17690629668251398	0.0914980546175599	0.134587677276245	0.08763792577831099
0.18454354466186	0.0670685417229673	0.0593441938435113	0.119592526899437	0.13455127721226198	0.0752056316047979	0.251686477814981	0.101120863893606	0.13093894143996798	0.13484378789627902	0.103724670190908	0.0655400812796585	0.0556964226506733	0.0366802641056042	0.0663224254037532	0.110259833917973	0.10072441351264	0.16948495742926906	0.120382456969023	0.130965860338084	0.0894688441017622	0.17983249985804606	0.324190610320763	0.276007203105323	0.154271242902998	0.1286123894703	0.0696791953237551	0.126631012721689
0.118540767970917	0.0451185847680797	0.0846959585099571	0.0852583452734805	0.117693135914266	0.0592356694452022	0.346373464269804	0.23160412573811	0.194864437064558	0.0822390558944053	0.11445749201523	0.14754575573854	0.131095001861836	0.0886764270951233	0.225076865944476	0.0904428378269428	0.17138537332106304	0.0905468263910663	0.14524391893251	0.0911019488891511	0.128008343722709	0.22007756099195305	0.170161126920258	0.30790916137218605	0.106147320161062	0.132737489120782	0.19039872142211806	0.0462036331066408
0.17629944906514	0.0864599782975786	0.0533610985817893	0.134422767396878	0.0657054618819497	0.09614534805268	0.25036181671498103	0.267372904096006	0.189527274340174	0.195669690651267	0.113900165429405	0.0783435425214977	0.0774083818885731	0.198307585971817	0.278468286422901	0.257946789073417	0.156184606432532	0.169686269620731	0.10399151434029902	0.165115880594922	0.0902111908869914	0.13438032010568798	0.158075129751959	0.499463793746026	0.11750264293893803	0.09702048325888	0.149037369131928	0.0801290233003799
0.15592754413486	0.0534755233984828	0.0892655789668577	0.0948434147994367	0.13359795916805	0.14562976713261802	0.280965726485019	0.196899231515689	0.12979458999044802	0.130797186199241	0.0896889246699933	0.20279699574746896	0.0834609036899399	0.14584564244512302	0.16343143626724602	0.141269414985834	0.0951932538862066	0.12506548133826098	0.123058317959701	0.137251760001112	0.0751025727628594	0.0569120447964201	0.0969661561555574	0.4281060893539741	0.150533562082603	0.07589990021756	0.156443849790904	0.102432408701178
