fingerTapping_echo-2	fingerTapping_combinedMEtsnr	fingerTapping_combinedMEt2star	fingerTapping_combinedMEte	fingerTapping_combinedMEt2starFIT	fingerTapping_t2starFIT	emotionProcessing_echo-2	emotionProcessing_combinedMEtsnr	emotionProcessing_combinedMEt2star	emotionProcessing_combinedMEte	emotionProcessing_combinedMEt2starFIT	emotionProcessing_t2starFIT	rest_run-2_echo-2	rest_run-2_combinedMEtsnr	rest_run-2_combinedMEt2star	rest_run-2_combinedMEte	rest_run-2_combinedMEt2starFIT	rest_run-2_t2starFIT	fingerTappingImagined_echo-2	fingerTappingImagined_combinedMEtsnr	fingerTappingImagined_combinedMEt2star	fingerTappingImagined_combinedMEte	fingerTappingImagined_combinedMEt2starFIT	fingerTappingImagined_t2starFIT	emotionProcessingImagined_echo-2	emotionProcessingImagined_combinedMEtsnr	emotionProcessingImagined_combinedMEt2star	emotionProcessingImagined_combinedMEte	emotionProcessingImagined_combinedMEt2starFIT	emotionProcessingImagined_t2starFIT
87.75020196027602	115.42121473390652	114.72025265505995	103.69359772482612	120.37193945746392	38.0028130072269	89.16522620838907	117.0518136136298	116.43172709717169	105.28169547971653	121.99403916438419	38.65711795467962	84.82106489863146	110.68303801817073	110.04916034293318	99.54980597561882	115.46830207043978	37.40869383425687	91.05486528036548	120.00904507030438	119.39713765301238	107.76913497185981	125.28252973814742	39.1064546926495	87.58893798684458	115.30525781737327	114.71167304253484	103.51716563222656	120.12924871858434	37.45063977385052
82.24766668573078	108.71477848758335	107.94268385126587	96.53741900499192	112.58414782063362	35.90490208711474	85.42326739252334	114.08201097609472	113.27938346261536	101.21500162060141	118.03089177791027	36.74898211387038	69.03216667665662	88.30891693415266	87.80016086205327	78.66394725743825	92.6365459344697	31.027091327788938	94.48628204890801	129.21448778224965	128.48442025213944	114.88716111669616	133.34126001514832	39.56418466942457	86.58195824403866	114.8236156359732	114.2473815011492	102.46683087635824	119.08342678073849	37.68890062317788
80.21845785004341	108.59915317264037	107.75666292516583	97.58111754158368	113.0410257714467	33.46505338756775	84.56834363737019	115.86662134075797	115.03882730783822	104.3415800275906	120.50584136699815	34.726525576561116	78.08734446798661	105.22618254500462	104.36451604837258	94.6059685670253	109.55767459537815	32.496402605197616	82.35157030548879	112.55287504461677	111.66329851595593	101.26275368028207	117.09230510723513	33.93930742925174	78.17019460880331	104.91505036097013	104.25837281025026	94.64598044805452	109.78263594134172	32.54574240103095
75.93480121926987	96.33957066495087	95.73220688072583	86.5526247182257	100.59893786661539	33.34700984297207	95.86559231480504	128.28219939239685	127.64500946964682	115.30734656923606	133.3883789448214	39.8802200250438	76.095215116878	96.06029214560775	95.51876400281311	86.59420056846191	100.64406215911683	34.15075359786907	68.81741049127375	85.32763381782671	84.86519181210146	77.2049538225431	89.66245992626202	31.73996680022137	78.05841465939574	97.88956222792044	97.38569581697527	88.2956662316191	102.85135434091244	34.86836270781595
93.84615482091101	129.42430147720606	129.18708683277322	116.38156384677974	134.76556811369582	38.13859843643164	96.65790561635369	135.67668491313847	135.7313754477824	122.28741964183014	141.34292914266803	39.18908857273617	97.48349270421032	134.63512291558615	134.816379847052	121.32072851618581	140.76375122967988	39.61195975465462	95.4128115967474	130.8779153279404	131.0662643915755	118.13706016824445	137.056789159668	39.12259422229643	98.20233649842518	134.95904731745165	135.21871742594638	121.90186313155893	141.45225064474567	40.3691628642335
100.25529989332863	136.97914833837845	134.98738908211357	119.44499077312102	139.72122584874901	38.50601319513481	107.58022012114519	148.5957305911399	146.6721332080984	130.0405589642805	151.29321788493502	41.32982074360943	97.07322726960327	130.06452637231087	128.4777573273056	113.36193648996998	133.80455463051612	38.394901803997065	107.99985048828897	148.47038443646508	146.63695170897742	129.79854494773798	151.77953397082138	41.53899715366973	105.50140260688451	144.326768181561	142.5951760248268	126.23145786737652	147.98391909451726	41.005961840664305
84.85986334135298	110.87037565130967	109.23034122814629	98.9677084354183	114.98244421255028	36.10322304550933	90.42020013047826	120.30302544458394	118.60328501721106	107.30086365423324	124.76836830135895	37.11735836286701	75.34633156991981	96.04416021956264	94.6438650298744	85.74486507814544	100.04298950149092	32.658298503957	85.67225984022784	112.39237851696451	110.90537670337504	100.40657160482488	116.96275850115006	35.83538459565961	77.88125776904475	98.43567789306822	97.2093312009881	88.25700580389892	103.1217623710434	33.72438133642488
50.427588107821805	65.65696062286186	63.86051319766467	57.00840707010787	67.09152746212092	23.563217155065054	42.24502450217268	53.259704004452104	52.05362246900052	46.52573167378809	55.02995831521301	20.60437928910438	50.640462502946235	65.01960144822975	63.38964274092683	56.71828687944188	66.74035448307265	24.25406584994919	67.20488862148198	89.56382059548683	87.88824518930171	78.53198351646144	91.52024366927542	31.091490998749695	42.73146013701483	53.54815704438218	52.33236958514495	47.011616559081276	55.13090384824165	21.060115442616492
88.58781373864225	118.95078655624123	118.91192772329786	106.07974782138682	123.74166183426614	36.372194245596255	90.91873738164699	120.78119676125978	120.74652438349091	108.17177629225893	126.05552791067383	37.66288310755575	87.0959517869972	112.2669501898724	112.2552765428885	101.14958838998388	117.69717203937073	37.358482399300286	76.0233957929982	95.51199247877368	95.5599260863363	85.43638564355572	100.66745361361481	32.570772963181824	73.76305338409338	92.84323423849284	92.7961756661082	83.82863266520621	97.81783937913268	31.861530598443718
87.19528774574415	113.99797851565012	112.82731373430819	102.16575846319981	118.5832591498208	38.25886872531642	80.83780002290199	105.86199058518578	104.65420261522428	94.78954286002995	110.15989603190259	35.27163212583409	75.29349433342607	95.0705467848431	94.25765742794978	85.52803728733383	100.09820615811122	34.486609543331625	85.10838220648628	111.29457865790279	110.1371763992139	99.91081932537683	115.95809541400273	37.170295894049154	90.43045803010939	119.15043699609828	117.91005974162896	106.97992011621282	124.38520171235432	39.406037129179495
