rest_run-1	fingerTapping	emotionProcessing	rest_run-2	fingerTappingImagined	emotionProcessingImagined
80.4383855508936	87.7488732387705	89.1614666700963	84.81952403889579	91.05180753044209	87.5877759852619
76.3837522503558	82.2461639786034	85.4210080815846	69.0301003887006	94.4820788946804	86.57468078685709
72.3260415496977	80.216763865061	84.5664421800862	78.0867857362493	82.3499042088457	78.1676261096481
85.5201782490054	75.9342326718999	95.8642459501108	76.09499988857141	68.8138638085656	78.0541209075848
94.5216786883388	93.8461548209116	96.6571941327323	97.4821329203405	95.4107477814908	98.1993673366819
93.7296407937909	100.254663568398	107.57473882753901	97.06619144424471	107.990354016659	105.489990277411
78.3780819226347	84.85928722048101	90.42011135230369	75.34591471660279	85.671861682607	77.8797851219136
47.875211945521	50.426582711474296	42.2437073298605	50.637420559395295	67.1987516151129	42.729589070764
93.32573780219342	88.5876615265518	90.91477109329651	87.0928481323662	76.0225503179221	73.76197283369692
75.3463076530863	87.1943948659247	80.83736556868101	75.29068294570621	85.10754651833571	90.4266441356078
89.4186438511166	82.757041563046	92.81737501482891	77.493178465637	92.0182309765506	85.26029199563709
92.1879750004239	98.68586639418209	105.83660282220501	93.94336894727421	103.366926700672	104.761800209591
85.8151260427414	92.80432293226629	83.35521830097821	81.69456806258009	75.7617295324408	81.75504217427059
83.65817896825729	82.3797563833648	85.87356539557399	88.96463137489401	88.29584696681549	77.793606510028
89.7325516988756	90.8794353301798	97.4196836070701	89.9311907950225	88.83780011438678	96.09866447226999
83.75792934323741	85.7230060780138	86.7053395681616	90.0713561146178	89.7782928306843	90.7135360785347
89.0888100962989	86.8652811789361	97.28084002093759	78.70750507200371	91.77854697759079	86.58499505503771
62.237983469831	59.719978127207206	75.7970896601264	57.639311885195	67.1087123746202	48.3029414938391
93.1260740757761	90.1508447221417	89.9810015633098	94.6992703011726	97.15866422344101	91.8329059529106
92.32546136811041	91.3719723326332	97.344847955182	82.10808914310091	91.9333389676556	93.3016595598939
78.132475793233	81.63100303415759	83.2184440989513	81.3969600252032	83.8509200780857	75.4118204411043
90.56474396398251	85.0175119287299	96.09118409556221	82.11509042555441	87.23906235488009	83.2170320903648
94.6198635941995	85.1454057615168	94.3950945530912	91.39556852428541	98.4304556096807	98.81232393589309
74.4200682264799	76.7715427975987	87.2692596051977	76.5421247514993	88.01903370350809	86.2011346690156
86.4519008685906	80.5078619631602	76.9674734734822	79.4766532483153	79.9178078068146	85.1668915140203
96.5331021643253	94.8391023141426	100.911689306905	91.90886076757191	97.18322875432881	95.7805558749235
81.6585410812486	71.2210991225015	79.66447396046921	79.46156061364441	83.37399064344571	69.4030031408961
90.82965041610541	93.7167164381642	95.5920915253862	88.7137956647975	90.06911173918249	86.88280834449628
